Rt,Rt_1,Rt_2,Rt_3,Rt_4,Rt_5,Qt
46.977,0.336,14.613,15.726,22.736,55.086,473
2.17,46.977,0.336,14.613,15.726,22.736,792
0.812,2.17,46.977,0.336,14.613,15.726,459
11.627,0.812,2.17,46.977,0.336,14.613,547
17.47,11.627,0.812,2.17,46.977,0.336,591
24.28,17.47,11.627,0.812,2.17,46.977,609
3.048,24.28,17.47,11.627,0.812,2.17,706
7.757,3.048,24.28,17.47,11.627,0.812,331
14.238,7.757,3.048,24.28,17.47,11.627,418
4.667,14.238,7.757,3.048,24.28,17.47,534
1.166,4.667,14.238,7.757,3.048,24.28,335
7.255,1.166,4.667,14.238,7.757,3.048,361
0,7.255,1.166,4.667,14.238,7.757,321
6.426,0,7.255,1.166,4.667,14.238,352
8.81,6.426,0,7.255,1.166,4.667,394
0.21,8.81,6.426,0,7.255,1.166,349
7.308,0.21,8.81,6.426,0,7.255,406
2.762,7.308,0.21,8.81,6.426,0,313
1.886,2.762,7.308,0.21,8.81,6.426,288
0.392,1.886,2.762,7.308,0.21,8.81,267
0,0.392,1.886,2.762,7.308,0.21,230
0,0,0.392,1.886,2.762,7.308,231
0,0,0,0.392,1.886,2.762,198
2.25,0,0,0,0.392,1.886,206
37.924,2.25,0,0,0,0.392,318
27.074,37.924,2.25,0,0,0,490
11.652,27.074,37.924,2.25,0,0,466
12.019,11.652,27.074,37.924,2.25,0,488
12.357,12.019,11.652,27.074,37.924,2.25,417
0.115,12.357,12.019,11.652,27.074,37.924,375
0.77,0.115,12.357,12.019,11.652,27.074,340
0,0.77,0.115,12.357,12.019,11.652,286
0,0,0.77,0.115,12.357,12.019,244
0.028,0,0,0.77,0.115,12.357,217
0,0.028,0,0,0.77,0.115,201
1.036,0,0.028,0,0,0.77,206
1.863,1.036,0,0.028,0,0,209
4.348,1.863,1.036,0,0.028,0,236
2.899,4.348,1.863,1.036,0,0.028,216
0,2.899,4.348,1.863,1.036,0,179
0,0,2.899,4.348,1.863,1.036,160
0,0,0,2.899,4.348,1.863,153
0,0,0,0,2.899,4.348,140
0,0,0,0,0,2.899,121
32.823,0,0,0,0,0,215
0,32.823,0,0,0,0,194
0,0,32.823,0,0,0,189
0,0,0,32.823,0,0,176
0,0,0,0,32.823,0,169
0,0,0,0,0,32.823,164
0,0,0,0,0,0,159
0,0,0,0,0,0,153
0,0,0,0,0,0,147
0,0,0,0,0,0,140
0,0,0,0,0,0,135
0,0,0,0,0,0,131
0,0,0,0,0,0,127
0,0,0,0,0,0,123
0,0,0,0,0,0,117
0,0,0,0,0,0,113
0,0,0,0,0,0,109
0,0,0,0,0,0,106
0,0,0,0,0,0,105
0,0,0,0,0,0,98.7
0,0,0,0,0,0,94
0,0,0,0,0,0,90.7
0.046,0,0,0,0,0,94.7
3.339,0.046,0,0,0,0,88
1.19,3.339,0.046,0,0,0,101
0.368,1.19,3.339,0.046,0,0,89.6
0,0.368,1.19,3.339,0.046,0,94.7
0,0,0.368,1.19,3.339,0.046,89.2
0,0,0,0.368,1.19,3.339,86.8
0,0,0,0,0.368,1.19,84.4
0,0,0,0,0,0.368,82
0,0,0,0,0,0,80.4
0,0,0,0,0,0,80.8
0,0,0,0,0,0,79.6
0,0,0,0,0,0,77.6
0,0,0,0,0,0,75.1
0,0,0,0,0,0,73.2
0,0,0,0,0,0,71
0,0,0,0,0,0,69.6
0,0,0,0,0,0,68.1
0,0,0,0,0,0,66.6
0,0,0,0,0,0,64.8
0,0,0,0,0,0,63.7
0,0,0,0,0,0,62.6
0,0,0,0,0,0,61.5
0,0,0,0,0,0,60
0,0,0,0,0,0,57.5
0,0,0,0,0,0,56
0,0,0,0,0,0,55
0,0,0,0,0,0,54
0,0,0,0,0,0,53
0,0,0,0,0,0,51.7
0,0,0,0,0,0,50
0,0,0,0,0,0,49
0,0,0,0,0,0,49
0,0,0,0,0,0,48
0,0,0,0,0,0,47
0,0,0,0,0,0,46.7
0,0,0,0,0,0,45.8
0,0,0,0,0,0,46
0,0,0,0,0,0,44.8
0,0,0,0,0,0,46.8
0,0,0,0,0,0,44.4
0,0,0,0,0,0,43
0,0,0,0,0,0,42.3
0,0,0,0,0,0,41.3
0,0,0,0,0,0,40.4
0,0,0,0,0,0,39.7
0,0,0,0,0,0,39
0,0,0,0,0,0,38.3
0,0,0,0,0,0,37.6
0,0,0,0,0,0,36.9
0,0,0,0,0,0,36.9
0,0,0,0,0,0,36.2
0,0,0,0,0,0,35.5
0,0,0,0,0,0,34.8
0,0,0,0,0,0,34.1
0,0,0,0,0,0,34.1
0,0,0,0,0,0,33.2
0,0,0,0,0,0,32
0,0,0,0,0,0,31.3
0,0,0,0,0,0,30.6
0,0,0,0,0,0,29.9
0,0,0,0,0,0,29.2
0,0,0,0,0,0,29.2
0,0,0,0,0,0,28.7
0,0,0,0,0,0,28.5
0,0,0,0,0,0,27.8
0,0,0,0,0,0,27.1
0,0,0,0,0,0,26.4
0,0,0,0,0,0,26.4
0,0,0,0,0,0,26.4
0.819,0,0,0,0,0,27.3
0.21,0.819,0,0,0,0,27.8
0,0.21,0.819,0,0,0,26.6
22.113,0,0.21,0.819,0,0,37.1
21.457,22.113,0,0.21,0.819,0,153.9
6.072,21.457,22.113,0,0.21,0.819,162.6
0,6.072,21.457,22.113,0,0.21,41.3
0,0,6.072,21.457,22.113,0,35
0,0,0,6.072,21.457,22.113,32.5
0,0,0,0,6.072,21.457,30.6
0,0,0,0,0,6.072,28.5
0,0,0,0,0,0,27.1
0,0,0,0,0,0,25.3
0,0,0,0,0,0,24.6
0,0,0,0,0,0,23.7
0,0,0,0,0,0,23.2
0,0,0,0,0,0,22.8
0,0,0,0,0,0,22.3
0.107,0,0,0,0,0,22.3
0,0.107,0,0,0,0,21.8
1.323,0,0.107,0,0,0,21.7
0.046,1.323,0,0.107,0,0,23.4
0,0.046,1.323,0,0.107,0,22
0,0,0.046,1.323,0,0.107,21.4
0,0,0,0.046,1.323,0,20.9
0,0,0,0,0.046,1.323,20.5
0,0,0,0,0,0.046,20.1
10.269,0,0,0,0,0,20.4
5.514,10.269,0,0,0,0,37.6
0,5.514,10.269,0,0,0,37.6
0,0,5.514,10.269,0,0,27.8
0,0,0,5.514,10.269,0,24
0,0,0,0,5.514,10.269,22.8
0,0,0,0,0,5.514,21.8
0,0,0,0,0,0,20.5
0,0,0,0,0,0,20.1
0,0,0,0,0,0,19.7
0,0,0,0,0,0,19.3
0,0,0,0,0,0,18.9
0,0,0,0,0,0,18.1
0,0,0,0,0,0,17.3
2.996,0,0,0,0,0,17.6
0,2.996,0,0,0,0,17.7
0,0,2.996,0,0,0,17.3
0,0,0,2.996,0,0,16.9
0,0,0,0,2.996,0,16.9
0,0,0,0,0,2.996,16.5
0.092,0,0,0,0,0,16.2
0,0.092,0,0,0,0,15.9
0,0,0.092,0,0,0,15.9
0,0,0,0.092,0,0,15.6
0,0,0,0,0.092,0,15.2
0,0,0,0,0,0.092,14.6
0,0,0,0,0,0,14.1
0,0,0,0,0,0,13.6
0,0,0,0,0,0,13.5
0,0,0,0,0,0,13.2
0,0,0,0,0,0,13
0,0,0,0,0,0,12.7
0,0,0,0,0,0,12.5
0,0,0,0,0,0,12.5
0.782,0,0,0,0,0,12.2
0,0.782,0,0,0,0,12.2
0,0,0.782,0,0,0,12
0,0,0,0.782,0,0,12
0,0,0,0,0.782,0,12
2.646,0,0,0,0,0.782,12
0,2.646,0,0,0,0,12
1.652,0,2.646,0,0,0,19.9
0,1.652,0,2.646,0,0,13.2
0,0,1.652,0,2.646,0,12.4
0,0,0,1.652,0,2.646,11.8
0,0,0,0,1.652,0,11.5
4.618,0,0,0,0,1.652,12
5.802,4.618,0,0,0,0,12.4
0,5.802,4.618,0,0,0,21.7
1.464,0,5.802,4.618,0,0,14.2
0.115,1.464,0,5.802,4.618,0,13.8
0.069,0.115,1.464,0,5.802,4.618,13.3
0.023,0.069,0.115,1.464,0,5.802,12.9
0,0.023,0.069,0.115,1.464,0,12.2
0,0,0.023,0.069,0.115,1.464,12.2
0,0,0,0.023,0.069,0.115,15.8
0,0,0,0,0.023,0.069,13.1
1.702,0,0,0,0,0.023,13.2
0,1.702,0,0,0,0,12.5
0,0,1.702,0,0,0,12
0,0,0,1.702,0,0,11.5
0,0,0,0,1.702,0,11.2
0,0,0,0,0,1.702,11
0,0,0,0,0,0,10.3
0,0,0,0,0,0,10.6
0,0,0,0,0,0,10.3
0,0,0,0,0,0,10
0,0,0,0,0,0,10
0.746,0,0,0,0,0,9.8
0,0.746,0,0,0,0,9.8
0,0,0.746,0,0,0,9.6
0,0,0,0.746,0,0,9.6
1.449,0,0,0,0.746,0,9.93
0,1.449,0,0,0,0.746,11.5
0,0,1.449,0,0,0,11.8
0,0,0,1.449,0,0,10.2
0,0,0,0,1.449,0,10
0,0,0,0,0,1.449,9.8
8.113,0,0,0,0,0,9.8
0,8.113,0,0,0,0,10.8
9.576,0,8.113,0,0,0,10.3
1.566,9.576,0,8.113,0,0,11.4
1.148,1.566,9.576,0,8.113,0,10.7
3.339,1.148,1.566,9.576,0,8.113,10.5
0,3.339,1.148,1.566,9.576,0,10.6
0,0,3.339,1.148,1.566,9.576,10.7
0,0,0,3.339,1.148,1.566,10.3
0,0,0,0,3.339,1.148,9.73
1.771,0,0,0,0,3.339,9.4
0,1.771,0,0,0,0,9.87
8.194,0,1.771,0,0,0,12.3
1.12,8.194,0,1.771,0,0,12.2
0.046,1.12,8.194,0,1.771,0,14.1
0,0.046,1.12,8.194,0,1.771,11.8
0,0,0.046,1.12,8.194,0,10.7
0,0,0,0.046,1.12,8.194,10.4
0,0,0,0,0.046,1.12,10.2
29.191,0,0,0,0,0.046,29.8
4.232,29.191,0,0,0,0,123.6
0.069,4.232,29.191,0,0,0,17
0.816,0.069,4.232,29.191,0,0,19
0.77,0.816,0.069,4.232,29.191,0,16.5
0,0.77,0.816,0.069,4.232,29.191,13.4
0.23,0,0.77,0.816,0.069,4.232,13.9
0,0.23,0,0.77,0.816,0.069,12.8
2.714,0,0.23,0,0.77,0.816,14.1
9.396,2.714,0,0.23,0,0.77,26.8
0,9.396,2.714,0,0.23,0,48.4
0,0,9.396,2.714,0,0.23,39.5
0,0,0,9.396,2.714,0,35.7
4.172,0,0,0,9.396,2.714,32.9
6.394,4.172,0,0,0,9.396,47.2
2.608,6.394,4.172,0,0,0,34.1
10.664,2.608,6.394,4.172,0,0,73.7
0.96,10.664,2.608,6.394,4.172,0,24.5
1.098,0.96,10.664,2.608,6.394,4.172,22.6
0,1.098,0.96,10.664,2.608,6.394,23.1
0.598,0,1.098,0.96,10.664,2.608,23.8
0,0.598,0,1.098,0.96,10.664,20.4
0,0,0.598,0,1.098,0.96,21.8
0,0,0,0.598,0,1.098,24.6
0,0,0,0,0.598,0,23.6
51.74,0,0,0,0,0.598,168.8
22.68,51.74,0,0,0,0,431
0.782,22.68,51.74,0,0,0,82.1
16.512,0.782,22.68,51.74,0,0,83.6
7.816,16.512,0.782,22.68,51.74,0,102
10.172,7.816,16.512,0.782,22.68,51.74,168
3.031,10.172,7.816,16.512,0.782,22.68,119
17.94,3.031,10.172,7.816,16.512,0.782,268
12.096,17.94,3.031,10.172,7.816,16.512,239
31.063,12.096,17.94,3.031,10.172,7.816,317
36.755,31.063,12.096,17.94,3.031,10.172,418
16.309,36.755,31.063,12.096,17.94,3.031,416
58.293,16.309,36.755,31.063,12.096,17.94,396
51.278,58.293,16.309,36.755,31.063,12.096,635
13.502,51.278,58.293,16.309,36.755,31.063,1196
1.54,13.502,51.278,58.293,16.309,36.755,526
33.2,1.54,13.502,51.278,58.293,16.309,572
2.228,33.2,1.54,13.502,51.278,58.293,826
0.518,2.228,33.2,1.54,13.502,51.278,216
5.538,0.518,2.228,33.2,1.54,13.502,226
1.883,5.538,0.518,2.228,33.2,1.54,170
42.143,1.883,5.538,0.518,2.228,33.2,226
4.624,42.143,1.883,5.538,0.518,2.228,875
0.876,4.624,42.143,1.883,5.538,0.518,225
10.248,0.876,4.624,42.143,1.883,5.538,275
12.936,10.248,0.876,4.624,42.143,1.883,291
0.964,12.936,10.248,0.876,4.624,42.143,241
33.019,0.964,12.936,10.248,0.876,4.624,309
5.336,33.019,0.964,12.936,10.248,0.876,498
14.451,5.336,33.019,0.964,12.936,10.248,324
37.368,14.451,5.336,33.019,0.964,12.936,442
8.228,37.368,14.451,5.336,33.019,0.964,693
0.842,8.228,37.368,14.451,5.336,33.019,209
2.188,0.842,8.228,37.368,14.451,5.336,186
0,2.188,0.842,8.228,37.368,14.451,214
0.736,0,2.188,0.842,8.228,37.368,175
0,0.736,0,2.188,0.842,8.228,154
0.046,0,0.736,0,2.188,0.842,150
22.291,0.046,0,0.736,0,2.188,171
16.363,22.291,0.046,0,0.736,0,225
2.432,16.363,22.291,0.046,0,0.736,290
2.41,2.432,16.363,22.291,0.046,0,213
31.042,2.41,2.432,16.363,22.291,0.046,347
0.718,31.042,2.41,2.432,16.363,22.291,294
0.924,0.718,31.042,2.41,2.432,16.363,248
45.68,0.924,0.718,31.042,2.41,2.432,534
65.651,45.68,0.924,0.718,31.042,2.41,1010
24.72,65.651,45.68,0.924,0.718,31.042,1180
27.5,24.72,65.651,45.68,0.924,0.718,829
3.62,27.5,24.72,65.651,45.68,0.924,473
16.886,3.62,27.5,24.72,65.651,45.68,377
15.011,16.886,3.62,27.5,24.72,65.651,596
0.994,15.011,16.886,3.62,27.5,24.72,287
8.379,0.994,15.011,16.886,3.62,27.5,268
14.456,8.379,0.994,15.011,16.886,3.62,365
8.865,14.456,8.379,0.994,15.011,16.886,298
14.322,8.865,14.456,8.379,0.994,15.011,306
19.51,14.322,8.865,14.456,8.379,0.994,360
25.123,19.51,14.322,8.865,14.456,8.379,469
23.824,25.123,19.51,14.322,8.865,14.456,495
26.289,23.824,25.123,19.51,14.322,8.865,546
19.682,26.289,23.824,25.123,19.51,14.322,618
13.107,19.682,26.289,23.824,25.123,19.51,397
30.455,13.107,19.682,26.289,23.824,25.123,434
12.383,30.455,13.107,19.682,26.289,23.824,657
10.075,12.383,30.455,13.107,19.682,26.289,463
8.17,10.075,12.383,30.455,13.107,19.682,377
4.382,8.17,10.075,12.383,30.455,13.107,262
7.749,4.382,8.17,10.075,12.383,30.455,221
15.29,7.749,4.382,8.17,10.075,12.383,253
1.356,15.29,7.749,4.382,8.17,10.075,320
7.749,1.356,15.29,7.749,4.382,8.17,217.9
16.028,7.749,1.356,15.29,7.749,4.382,216.9
1.626,16.028,7.749,1.356,15.29,7.749,279
1.173,1.626,16.028,7.749,1.356,15.29,201
10.667,1.173,1.626,16.028,7.749,1.356,195
7.612,10.667,1.173,1.626,16.028,7.749,294
11.011,7.612,10.667,1.173,1.626,16.028,301
6.998,11.011,7.612,10.667,1.173,1.626,282
7.351,6.998,11.011,7.612,10.667,1.173,266
11.22,7.351,6.998,11.011,7.612,10.667,248
0,11.22,7.351,6.998,11.011,7.612,205
12.408,0,11.22,7.351,6.998,11.011,196
2.356,12.408,0,11.22,7.351,6.998,184
15.222,2.356,12.408,0,11.22,7.351,185
9.66,15.222,2.356,12.408,0,11.22,308
1.426,9.66,15.222,2.356,12.408,0,236
5.796,1.426,9.66,15.222,2.356,12.408,213
14.112,5.796,1.426,9.66,15.222,2.356,261
0,14.112,5.796,1.426,9.66,15.222,246
0,0,14.112,5.796,1.426,9.66,184
18.551,0,0,14.112,5.796,1.426,285
8.05,18.551,0,0,14.112,5.796,322
0.966,8.05,18.551,0,0,14.112,223
11.293,0.966,8.05,18.551,0,0,185
33.915,11.293,0.966,8.05,18.551,0,390
92.015,33.915,11.293,0.966,8.05,18.551,525
14.75,92.015,33.915,11.293,0.966,8.05,1471
6.418,14.75,92.015,33.915,11.293,0.966,414
52.08,6.418,14.75,92.015,33.915,11.293,526
13.011,52.08,6.418,14.75,92.015,33.915,884
7.623,13.011,52.08,6.418,14.75,92.015,384
7.541,7.623,13.011,52.08,6.418,14.75,171
0,7.541,7.623,13.011,52.08,6.418,146
0.138,0,7.541,7.623,13.011,52.08,142
0.092,0.138,0,7.541,7.623,13.011,126
0,0.092,0.138,0,7.541,7.623,111
0.138,0,0.092,0.138,0,7.541,119
0,0.138,0,0.092,0.138,0,93.3
0,0,0.138,0,0.092,0.138,86.8
0,0,0,0.138,0,0.092,84.8
0,0,0,0,0.138,0,80.8
0,0,0,0,0,0.138,79.9
0,0,0,0,0,0,78.8
0,0,0,0,0,0,73.2
0,0,0,0,0,0,69.2
0,0,0,0,0,0,65.2
0,0,0,0,0,0,61.1
53.046,0,0,0,0,0,158.9
26.712,53.046,0,0,0,0,471.7
0,26.712,53.046,0,0,0,383.2
0,0,26.712,53.046,0,0,64.4
0,0,0,26.712,53.046,0,61.5
0,0,0,0,26.712,53.046,61.9
0,0,0,0,0,26.712,58.9
0,0,0,0,0,0,54.3
0,0,0,0,0,0,54.3
0,0,0,0,0,0,51
0,0,0,0,0,0,49.7
0,0,0,0,0,0,45.6
0,0,0,0,0,0,43.4
0,0,0,0,0,0,42.7
0,0,0,0,0,0,42
0,0,0,0,0,0,41.1
0,0,0,0,0,0,40.2
0,0,0,0,0,0,39.2
0,0,0,0,0,0,38.1
0,0,0,0,0,0,37.1
0,0,0,0,0,0,36
0,0,0,0,0,0,34.3
0,0,0,0,0,0,33.4
0,0,0,0,0,0,32.9
0,0,0,0,0,0,32.5
0,0,0,0,0,0,34.8
0,0,0,0,0,0,33.6
0,0,0,0,0,0,32.7
0,0,0,0,0,0,31.8
0,0,0,0,0,0,30.4
0,0,0,0,0,0,29.2
0,0,0,0,0,0,28.7
0,0,0,0,0,0,28
0,0,0,0,0,0,27.3
0,0,0,0,0,0,27.1
0,0,0,0,0,0,26.4
0,0,0,0,0,0,25.7
0,0,0,0,0,0,25
0,0,0,0,0,0,24.6
0,0,0,0,0,0,24.4
0,0,0,0,0,0,24.7
0,0,0,0,0,0,24.1
0,0,0,0,0,0,23.7
0,0,0,0,0,0,23.4
0,0,0,0,0,0,22.8
0,0,0,0,0,0,22.3
0,0,0,0,0,0,21.8
0,0,0,0,0,0,21.4
0,0,0,0,0,0,20.9
0,0,0,0,0,0,20.9
0,0,0,0,0,0,20.5
0,0,0,0,0,0,20.4
0,0,0,0,0,0,20.1
0,0,0,0,0,0,20
0.138,0,0,0,0,0,19.3
2.622,0.138,0,0,0,0,19.3
0.56,2.622,0.138,0,0,0,19.2
0,0.56,2.622,0.138,0,0,20.1
0,0,0.56,2.622,0.138,0,19.7
0,0,0,0.56,2.622,0.138,19.3
0,0,0,0,0.56,2.622,18.9
0,0,0,0,0,0.56,18.9
0,0,0,0,0,0,18.9
0,0,0,0,0,0,18.5
0,0,0,0,0,0,18.1
0,0,0,0,0,0,17.7
0,0,0,0,0,0,17.3
0,0,0,0,0,0,17.3
0,0,0,0,0,0,16.9
0,0,0,0,0,0,16.5
0,0,0,0,0,0,16.2
0,0,0,0,0,0,16.2
0,0,0,0,0,0,15.9
0,0,0,0,0,0,15.9
0,0,0,0,0,0,15.6
0,0,0,0,0,0,15.6
0,0,0,0,0,0,15.3
0,0,0,0,0,0,15.3
0,0,0,0,0,0,15.2
0,0,0,0,0,0,15
0,0,0,0,0,0,14.7
0,0,0,0,0,0,14.4
0,0,0,0,0,0,14.4
0,0,0,0,0,0,14.1
0,0,0,0,0,0,14.1
0,0,0,0,0,0,14.1
0,0,0,0,0,0,13.8
0,0,0,0,0,0,13.8
0,0,0,0,0,0,13.8
0,0,0,0,0,0,13.5
0,0,0,0,0,0,13.5
0,0,0,0,0,0,13.5
0,0,0,0,0,0,13.2
0,0,0,0,0,0,13.2
0,0,0,0,0,0,13.3
0.644,0,0,0,0,0,13.8
0.115,0.644,0,0,0,0,14.5
0,0.115,0.644,0,0,0,14.1
0,0,0.115,0.644,0,0,13.8
0,0,0,0.115,0.644,0,13.6
0,0,0,0,0.115,0.644,13.2
0,0,0,0,0,0.115,13
0,0,0,0,0,0,13
0,0,0,0,0,0,13
0,0,0,0,0,0,12.7
0,0,0,0,0,0,12.7
0,0,0,0,0,0,12.5
0,0,0,0,0,0,12.5
0,0,0,0,0,0,12.2
0,0,0,0,0,0,12
0,0,0,0,0,0,11.9
0,0,0,0,0,0,11.7
0,0,0,0,0,0,11.5
0,0,0,0,0,0,11.5
0,0,0,0,0,0,11.2
0,0,0,0,0,0,11.2
0,0,0,0,0,0,11.2
0,0,0,0,0,0,11
0,0,0,0,0,0,11
0,0,0,0,0,0,10.8
0,0,0,0,0,0,10.8
0,0,0,0,0,0,10.8
4.536,0,0,0,0,0,11.3
2.596,4.536,0,0,0,0,12.8
0,2.596,4.536,0,0,0,12.7
0,0,2.596,4.536,0,0,12.2
0,0,0,2.596,4.536,0,12.2
0,0,0,0,2.596,4.536,11.7
0,0,0,0,0,2.596,11.5
0,0,0,0,0,0,11.5
0,0,0,0,0,0,11.2
5.229,0,0,0,0,0,11.1
2.335,5.229,0,0,0,0,12.6
3.815,2.335,5.229,0,0,0,16.6
0,3.815,2.335,5.229,0,0,14.6
0,0,3.815,2.335,5.229,0,13.7
0,0,0,3.815,2.335,5.229,12.4
0,0,0,0,3.815,2.335,12
0,0,0,0,0,3.815,11.7
0.046,0,0,0,0,0,11.5
1.932,0.046,0,0,0,0,11.2
2.151,1.932,0.046,0,0,0,11.3
0,2.151,1.932,0.046,0,0,12.3
0,0,2.151,1.932,0.046,0,11.5
1.449,0,0,2.151,1.932,0.046,11.2
0,1.449,0,0,2.151,1.932,11.9
0,0,1.449,0,0,2.151,11.2
0,0,0,1.449,0,0,10.9
0,0,0,0,1.449,0,10.7
0,0,0,0,0,1.449,10.1
0,0,0,0,0,0,9.8
0,0,0,0,0,0,9.8
0,0,0,0,0,0,9.73
0.138,0,0,0,0,0,10.2
0,0.138,0,0,0,0,10
1.4,0,0.138,0,0,0,9.93
0,1.4,0,0.138,0,0,9.8
0,0,1.4,0,0.138,0,9.8
0,0,0,1.4,0,0.138,9.6
0,0,0,0,1.4,0,9.6
0,0,0,0,0,1.4,9.4
0,0,0,0,0,0,9.27
0,0,0,0,0,0,9.07
0,0,0,0,0,0,8.77
0,0,0,0,0,0,8.49
0,0,0,0,0,0,8.49
0,0,0,0,0,0,8.38
0,0,0,0,0,0,8.32
0,0,0,0,0,0,8.15
0,0,0,0,0,0,8.15
0,0,0,0,0,0,8.04
2.528,0,0,0,0,0,7.98
6.9,2.528,0,0,0,0,8.15
0,6.9,2.528,0,0,0,13
0,0,6.9,2.528,0,0,10.7
1.058,0,0,6.9,2.528,0,10.3
0,1.058,0,0,6.9,2.528,10
0,0,1.058,0,0,6.9,9.6
0,0,0,1.058,0,0,9.33
0,0,0,0,1.058,0,9.01
0,0,0,0,0,1.058,8.66
0,0,0,0,0,0,8.32
0,0,0,0,0,0,8.15
0,0,0,0,0,0,8.09
0,0,0,0,0,0,7.98
0,0,0,0,0,0,7.98
0,0,0,0,0,0,7.92
7.119,0,0,0,0,0,7.81
0,7.119,0,0,0,0,7.81
0,0,7.119,0,0,0,7.75
0,0,0,7.119,0,0,7.58
0,0,0,0,7.119,0,7.47
0,0,0,0,0,7.119,7.53
0.598,0,0,0,0,0,7.58
0,0.598,0,0,0,0,8.09
0,0,0.598,0,0,0,7.92
0,0,0,0.598,0,0,7.81
0,0,0,0,0.598,0,7.75
0,0,0,0,0,0.598,7.47
0,0,0,0,0,0,7.3
0,0,0,0,0,0,7.17
0.7,0,0,0,0,0,7.04
0,0.7,0,0,0,0,7.04
0,0,0.7,0,0,0,7.04
0.138,0,0,0.7,0,0,6.91
0,0.138,0,0,0.7,0,7.04
0,0,0.138,0,0,0.7,7.17
0,0,0,0.138,0,0,7.04
0,0,0,0,0.138,0,6.91
0,0,0,0,0,0.138,6.91
0,0,0,0,0,0,6.78
0,0,0,0,0,0,6.78
0,0,0,0,0,0,6.78
0,0,0,0,0,0,6.65
0,0,0,0,0,0,9.27
15.4,0,0,0,0,0,8.04
13.755,15.4,0,0,0,0,23.2
17.942,13.755,15.4,0,0,0,40.5
8.523,17.942,13.755,15.4,0,0,38.43
17.232,8.523,17.942,13.755,15.4,0,54.3
15.13,17.232,8.523,17.942,13.755,15.4,88
39.232,15.13,17.232,8.523,17.942,13.755,154.6
58.263,39.232,15.13,17.232,8.523,17.942,278
9.229,58.263,39.232,15.13,17.232,8.523,545
0.138,9.229,58.263,39.232,15.13,17.232,76.5
0,0.138,9.229,58.263,39.232,15.13,46.9
0,0,0.138,9.229,58.263,39.232,32.5
0,0,0,0.138,9.229,58.263,46.8
0,0,0,0,0.138,9.229,38.1
0,0,0,0,0,0.138,26.2
0,0,0,0,0,0,18.6
0,0,0,0,0,0,19.4
0,0,0,0,0,0,18
0,0,0,0,0,0,17
0,0,0,0,0,0,16.2
0,0,0,0,0,0,14.5
0,0,0,0,0,0,13.9
0,0,0,0,0,0,16.8
0,0,0,0,0,0,14
0,0,0,0,0,0,14.1
5.571,0,0,0,0,0,17.2
4.394,5.571,0,0,0,0,20.7
